"text","id"
"我分享了<a href='/n/韩路-'>@韩路-</a> 的文章 <a data-url=""http://t.cn/R2610So"" href=""http://m.weibo.cn/p/index/?containerid=1001603849320674777125"" ><i class=""iconimg iconimg-xs""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_article_default.png""></i><span class=""surl-text"">写给代码技术同事：被...</span></a> ???","87"
"六年前的剃须刀充不进电了，用南孚接起来可以继续用一阵，明天就可以换新的了<i class=""face face_1 icon_2"">[嘻嘻]</i> ???","88"
"有朋友被老婆说：一天就知道吃饭睡觉打代码，也没看你写出什么史诗般的代码来。后来就天天吃饭睡觉玩手机去了","89"
"坚强小推车 ???","90"
"<a data-url=""http://t.cn/hYPsp"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fnorvig.com%2F21-days.html"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","91"
"<a class='k' href='/k/扇贝新闻?from=feed'>#扇贝新闻#</a> 台湾称淘宝违反规定，责其六个月内退出台湾市场 <a data-url=""http://t.cn/R2ZNSHO"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.shanbay.com%2Fread%2Farticle%2Freviews%2F32527%2F"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","92"
"<a class='k' href='/k/扇贝打卡?from=feed'>#扇贝打卡#</a> 第 2 天 学习了 16 个单词,学习了 6 句听力,阅读了 1 篇文章 <a data-url=""http://t.cn/R2wc7AH"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.shanbay.com%2Fcheckin%2Fcertificate%2F18433852%2F21845837842%2F"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","93"
"我是如何拿到Facebook Offer的 ? cenalulu\'s Tech Blog 本系列文章将总结和分享我顺利通过Facebook面试并获得Offer的经历和经验 <a data-url=""http://t.cn/RANt5Nd"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Ft.jiathis.com%2F7oQGz"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>  ???","94"
"java程序员：搞.net开发的就是拖拖控件而已 .net程序员：搞java开发的都是拷贝别人的开源软件的代码，然后改改而已。//<a href='/n/程序员的那些事'>@程序员的那些事</a>:有说写得好的，也有吐槽说语文水平没过关。大家看过会自有判断。<i class=""face face_1 icon_1"">[微笑]</i>","95"
"转发微博","96"
"转发微博","97"
"要失眠 ???","98"
"#病从口入，祸从口出 #，早安 ???","99"
"<a data-url=""http://t.cn/RAVAR4k"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=https%3A%2F%2Fdevelopers.digitalocean.com%2Fdocumentation%2Fv2%2F%23actions"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> DigitalOcean API接口文档参考规范 ???","100"
"大快人心//<a href='/n/developerWorks'>@developerWorks</a>: //<a href='/n/Erlang'>@Erlang</a>://<a href='/n/fengyuncrawl'>@fengyuncrawl</a>: 终于发布了，还得线上实测！","101"
"挑对手就是要找比你稍微牛逼一点的，挑队友当然是找最牛逼的//<a href='/n/StephonMarbury'>@StephonMarbury</a>:回复<a href='/n/UnchartedDrake'>@UnchartedDrake</a>:We have to teach the ones who don't know or understand why we would want to play against a NBA team. It's all beneficially Playing against the best allows you to become better.","102"
"无冕之王","103"
"这个人好像红薯，<a href='/n/开源中国'>@开源中国</a> ???","104"
"时代在变，豆瓣还是那个豆瓣，阿北还是那个阿北。","105"
"我分享了<a href='/n/刘江总编'>@刘江总编</a> 的文章 <a data-url=""http://t.cn/RwkuUnt"" href=""http://m.weibo.cn/p/index/?containerid=1001603821030085926653"" ><i class=""iconimg iconimg-xs""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_article_default.png""></i><span class=""surl-text"">Disque：Red...</span></a> ???","106"
"分享图片 ???","107"
"分享图片 ???","108"
"两罚不中，别逗我","109"
"转发微博","110"
"真相→_→//<a href='/n/子柳'>@子柳</a>:你要是存在微信里，聊着聊着钱就没有了。//<a href='/n/令狐冲_9527'>@令狐冲_9527</a>:叫别人存余额宝，自己买企鹅股。哼！<i class=""face face_1 icon_11"">[哼]</i>","111"
"<a class='k' href='/k/JetBrains限期调研 六折贺新春?from=feed'>#JetBrains限期调研 六折贺新春#</a>转发的意义在于拿大奖啊拿大奖！大奖，快到碗里来！ <a data-url=""http://t.cn/RwcsvEF"" href=""http://m.weibo.cn/p/index/?containerid=100140E615114"" ><i class=""iconimg iconimg-xs""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_activity_default.png""></i><span class=""surl-text"">转发调研信息抽免费个...</span></a>","112"
"作就死","113"
"<a class='k' href='/k/王思聪的红包?from=feed'>#王思聪的红包#</a>红包最暖心~<i class=""face face_2 icon_24"">[心]</i>我在王思聪 的红包中抽到了<a href='/n/快的打车'>@快的打车</a> 提供的“快的打车6元红包”，快来试试手气，你与幸福之间只有一个红包的距离！<a data-url=""http://t.cn/RZYaiwG"" class=""link-card-hide"" href=""http://m.weibo.cn/p/index/?containerid=2306321826792401"" ><i class=""iconimg iconimg-xs""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">王思聪 的红包</span></a> ???","114"
"<a class='k' href='/k/史玉柱的红包?from=feed'>#史玉柱的红包#</a>羊年未到，好运先来，抢个红包乐翻天！我抢到了史玉柱大闲人 的现金红包~羊年好运就此开启！让红包来的再猛烈一些吧~<a data-url=""http://t.cn/RZD71uW"" class=""link-card-hide"" href=""http://m.weibo.cn/p/index/?containerid=2306321670071920"" ><i class=""iconimg iconimg-xs""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">史玉柱大闲人 的红包</span></a> ???","115"
"<a class='k' href='/k/吴彦祖的红包?from=feed'>#吴彦祖的红包#</a>小年抢个好彩头！我在吳彥祖 的红包中抽到了<a href='/n/快的打车'>@快的打车</a> 提供的“快的打车6元红包”，羊年未到，好运先来！你也快来试试手气~<a data-url=""http://t.cn/RZkZFPk"" class=""link-card-hide"" href=""http://m.weibo.cn/p/index/?containerid=2306322345544584"" ><i class=""iconimg iconimg-xs""><img src=""https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">吳彥祖 的红包</span></a> ???","116"
"新年红包送不停！祝愿大家过个好年！[发红包][发红包] <a data-url=""http://t.cn/RwAXYS5"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fweibo.com%2Fp%2F100140E221874"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","117"
"Answer by Tony Li to Why is it &quot;C++&quot; and not &quot;++C&quot;? <a data-url=""http://t.cn/RwAJZqw"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fqr.ae%2FBH0uh"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> 问题和答案都有意思[开心] ???","118"
"我正在用 Android 版<a href='/n/Weico微博客户端'>@Weico微博客户端</a>，页面简约又漂亮！新增的网络状态提示帮你省流量！流畅阅读妥妥嗒～猛戳链接下载Weico 3 <a data-url=""http://t.cn/8khpg34"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.weico.com%2Fweico%2Fjump%3Furl_type%3D39%26object_type%3Dwebpage%26pos%3D1"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">Weico-最具人气...</span></a> ???","119"
"杨幂是左撇子？//<a href='/n/子柳'>@子柳</a>: 幂幂是在教微博怎么做产品啊。 //<a href='/n/赵与'>@赵与</a>:杨幂变身产品经理了？ //<a href='/n/利物爪'>@利物爪</a>:这是又手滑点了啥么。。放到左手边赞数量保守估计得少30%吧。。。","120"
"我正在用 Android 版<a href='/n/Weico微博客户端'>@Weico微博客户端</a>，页面简约又漂亮！新增的网络状态提示帮你省流量！流畅阅读妥妥嗒～猛戳链接下载Weico 3 <a data-url=""http://t.cn/8khpg34"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.weico.com%2Fweico%2Fjump%3Furl_type%3D39%26object_type%3Dwebpage%26pos%3D1"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">Weico-最具人气...</span></a> ???","121"
"<a class='k' href='/k/2015安踏 NBA全明星投票?from=feed'>#2015安踏 NBA全明星投票#</a> 我完成了我的首发球员选择。你心目中有更好的球队组成吗？NBA全明星投票：<a data-url=""http://t.cn/zjPBeTp"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.NBA.com%2FASB"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>，或登录新浪微博投票：<a data-url=""http://t.cn/zlrPWOm"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fchina.nba.com%2Fallstar%2Fballoting%3Furl_type%3D39%26object_type%3Dwebpage%26pos%3D1"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">502 Bad Ga...</span></a> <a data-url=""http://t.cn/RzTtKJo"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fallstarballot.nba.com%2Fthankyou.jsp%3Freferrer%3Dasb15_China%26cid%3Dasb15_China"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a>  ???","122"
"一度东部垫底的活塞自五连胜后就开始憧憬进季赛，击败马刺后感觉像一只冠军球队","123"
"//<a href='/n/柳烟堆雪'>@柳烟堆雪</a>:<i class=""face face_1 icon_2"">[嘻嘻]</i><i class=""face face_1 icon_2"">[嘻嘻]</i><i class=""face face_1 icon_2"">[嘻嘻]</i> //<a href='/n/明风Andy'>@明风Andy</a>: //<a href='/n/宁青_'>@宁青_</a>:今日最佳正能量。//<a href='/n/cydu'>@cydu</a>: 顶! //<a href='/n/李森10'>@李森10</a>: 怒转//<a href='/n/丕子'>@丕子</a>: 揭竿而起","124"
"<i class=""face face_1 icon_6"">[吃惊]</i><i class=""face face_1 icon_6"">[吃惊]</i><i class=""face face_1 icon_6"">[吃惊]</i>//<a href='/n/nzinfo'>@nzinfo</a>:据我所知，java 从来是落后的同义词。spark 不能拿来说事，那是scala  //<a href='/n/ansj'>@ansj</a>: 在很久很久以前。。。struts2 代表着先进生产力。。。 //<a href='/n/左洪斌'>@左洪斌</a>:Struts2很伤啊","125"
"<a class='k' href='/k/魅蓝Note?from=feed'>#魅蓝Note#</a> 太火爆，这么短的时间就被预订光了！分享魅族官网 魅蓝note 预约页面，更可赢取 魅蓝 note！ <a data-url=""http://t.cn/htxfW"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.meizu.com%2F%3Furl_type%3D39%26object_type%3Dwebpage%26pos%3D1"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">魅族官网-魅族智能手...</span></a>  ???","126"
"有没有给产品经理看的编程指南","127"
"感觉越来越远 ???","128"
"这次ImportNew走在infoq的前面 <a data-url=""http://t.cn/RzXDKEU"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fwww.importnew.com%2F13986.html"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> //<a href='/n/InfoQ'>@InfoQ</a>: JDK 9的特性包括：统一的JVM日志系统，移除了已经在JDK8中申明过时的GC组合，编译器控制，和完善优化Java语法改进项目Project Coin。","129"
"别纠结了，写Python去//<a href='/n/CMGS1988'>@CMGS1988</a>: 写 go 的表示没得选 //<a href='/n/治城'>@治城</a>: Condition 太多就用前种，Condition 少就用后种。 //<a href='/n/陈小玉'>@陈小玉</a>:咋的… //<a href='/n/Sir阿怪'>@Sir阿怪</a>:後一種到底怎麼想的？ //<a href='/n/月箫人kK'>@月箫人kK</a>:自从js写多了，也前转后了，golang更绝 //<a href='/n/土星人小白'>@土星人小白</a>:前转后的间谍在此 //<a href='/n/紅繁君'>@紅繁君</a>:后一种烧死！ //<a href='/n/以俊德'>@以俊德</a>:我是前一种","130"
"Java GC是不是被过度宣扬了，同样是自动回收，Python、Ruby甚至还不完善的Go，很少有大把大把文章去介绍研究GC的，感觉写Java如果只是了解GC皮毛都不好意思说是做Java的，Javaer们，你们有多少场景回会去调GC的？很多时候我感觉只有面试的时候用得着//<a href='/n/伯乐在线官方微博'>@伯乐在线官方微博</a>:不错的系列","131"
"//<a href='/n/英语口语控'>@英语口语控</a>:weibo就读“微博”；Tencent读作：/ t?ns?nt /类似于ten和cent连起来发音；youtube读作/ 'ju 'tub /，相当于You和tube合起来，尾音b常吞掉不发 //<a href='/n/英语口语控'>@英语口语控</a>: 总是把App读作“A屁屁”的童鞋自觉举手 [挖鼻屎] 你非要这么读也不只是显得有点点屌丝了。要么就说应用，要么就说/ '?p /。","132"
"前10000呢//<a href='/n/Laruence'>@Laruence</a>:<a class='k' href='/k/php?from=feed'>#php#</a>","133"
"你老了","134"
"NX//<a href='/n/龙星镖局'>@龙星镖局</a>:刚有人说这是他认识的一个人在学校上课时候参与的一个工作，算是视频分析课程的一个大作业。。。我看页面的title确实是这个课程的名字。不过还是很难确定，先说是一个project问题不大！等等海龟们做做信息消歧 <a href='/n/王威廉'>@王威廉</a> <a href='/n/好东西传送门'>@好东西传送门</a> 帮看看？","135"
"每次更新都是这样，<a href='/n/miui'>@miui</a> ???","136"
"“机械键盘是IT男的一个梦”<a href='/n/邋遢乐爱好者'>@邋遢乐爱好者</a> 你说说看？也没看你的键盘好用啊 ???","137"
"分享图片 ???","138"
"【亚运会------“瓷娃娃”福原爱】willian：很久没关注过乒乓球了，十多年前就看瓷娃娃打比赛了，我可是看她打乒乓球长大的。当时对她的印象是她能说一口流利的东北话，长着娃娃脸，那时的王楠，张怡宁，郭跃等世界... <a data-url=""http://t.cn/RhErCsg"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fycq.la%2F13M11B5"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> <a href='/n/洋葱圈体育社区'>@洋葱圈体育社区</a> ???","139"
"美团网的技术博客质量挺高的啊<a data-url=""http://t.cn/8sIozLh"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Ftech.meituan.com%2F%3Furl_type%3D39%26object_type%3Dwebpage%26pos%3D1"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">首页 - 美团技术团...</span></a> ???","140"
"Elasticsearch由 Shay Banon创建于2010年，据说他进入搜索领域的动机是为了让他妻子能够存储和检索她所喜欢的食谱 ???","141"
"<a href='/n/雷军'>@雷军</a> 你们够快的啊，红米1S今天凌晨下单中午就到了，试玩两天寄回给老爹<i class=""face face_3 icon_11"">[威武]</i> ???","142"
"睡觉睡觉，啥都没买 ???","143"
"我在 <a href='/n/知乎'>@知乎</a> 回答了【python工程师在公司工作体验如何？】：我们用Python写洋葱圈 - 认真、有趣的体育社区 的API，用Python写代码就是快，感觉用这门语言的公司和人逼格貌似比用其他语言要高，不过我还是逃脱不了屌丝命。 初学者看你是有多初级，P… <a data-url=""http://t.cn/R7mtrSu"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Fzhi.hu%2Fakij"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","144"
"搞Solr要读这篇文档： Understanding Transaction Logs, Soft Commit and Commit in SolrCloud <a data-url=""http://t.cn/R78oCM7"" target=""_blank"" href=""http://weibo.cn/sinaurl?u=http%3A%2F%2Flucidworks.com%2Fblog%2Funderstanding-transaction-logs-softcommit-and-commit-in-sorlcloud%2F"" ><i class=""iconimg iconimg-xs""><img src=""http://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_web_default.png""></i><span class=""surl-text"">网页链接</span></a> ???","145"
