title,viewsCount,collectionCount,commentsCount
【密码学】一万字带您走进密码学的世界（上）,46,3,0
Science 论文详解击败德扑职业玩家的 DeepStack，Nature 探讨其与 Libratus 的优劣,76,0,0
LeanCloud 开放资源,69,1,0
lexrus/VPNOn · GitHub,68,1,0
liunx crontab 学习,78,0,0
关于云原生的一些思考,78,0,0
Qix/dl.md at master · ty4z2008/Qix · GitHub,40,4,0
Laravel 5.0 的新特性  - SegmentFault,39,4,0
深入理解数字技术,79,0,0
[译] 如何使用 Neo4j 来构建实时的推荐引擎,79,0,0
软件咨询师工具箱,59,2,0
Nucleo,31,5,0
用数据找机会—《决战大数据》精粹,70,1,0
某熊周刊系列: 一周推荐外文技术资料 (2.6),70,1,0
Flume-NG 源码分析 - 整体结构及配置载入分析 ,41,4,0
未来的 IT 系统：DITS – Differentiable IT System ,71,1,0
自动驾驶汽车和隐私的终结,51,3,0
title,viewsCount,collectionCount,commentsCount
Phinx - 数据库迁移及版本控制介绍（内含中文文档翻译）,51,3,0
Swift World: Write Our Own Cache Part 3 - Memory Cache and Disk Cache,72,1,0
google/yapf · GitHub,34,5,0
WaitButWhy 强文：SpaceX 巨型火箭全纪录,73,1,0
【IOS初学者】数组与字典,63,2,0
A pdf about Software Engineering at Google,63,2,0
跨平台开发时代的 (再次) 到来？,45,3,0
历史上最伟大的12位程序员 | 外刊IT评论,55,3,0
Yet another scheme dialect written in Clojure and ClojureScript,84,0,0
电子书的前世今生（下）,85,0,0
VPS 用 LNMP 安装 WordPress - 零点博客,76,1,0
co-parallel & co-gather 源码解析,76,1,0
Making a sustainable independent print magazine,77,1,0
[北京线下活动] 云锁 “云安全 fun 享会” 第二期线下沙龙,77,1,0
走进 The Information：「信息」背后的信息,57,3,0
Understanding Redux Middleware,87,0,0
Clojure 运行原理之编译器剖析,52,3,1
yudai/gotty: share your terminal as a web application,68,2,0
通过看板例会解决团队 BUG,78,1,0
Scalatra--Introduction And Quick start,78,1,0
title,viewsCount,collectionCount,commentsCount
"Swift World: Equatable, Comparable and Hashable Part 3",68,2,0
我为什么加入锤子科技？,70,2,0
The 5 Types Of React Application State,69,2,0
Uber 前员工：管理者骚扰女员工 HR 不作为,79,1,0
期待下 Google 在推进的 E2EMail 项目,89,0,0
Docker 周报第 114 期,69,2,0
Android TransactionTooLargeException 解析，思考与监控方案,39,5,0
UEDfans - 用户体验设计导航 | 最好用的UED导航！,41,5,0
定价比产品更重要,60,3,0
统计分布 - Zipf 分布,70,2,0
Swift World: UIViewPropertyAnimator Exploration Part 2,80,1,0
字蛛（FontSpider）,62,3,0
Borg、Omega 和 Kubernetes：谷歌十几年来从这三个容器管理系统中得到的经验教训,71,2,0
情绪会成为未来互联网的重要元素么？,81,1,0
玩转地球: 如何利用 SAS 高级地图制作技术绘制现代化数字地图,71,2,0
nlpchina/elasticsearch-sql: use sql to query elasticsearch,91,0,0
JavaScript Application Architecture On The Road To 2015,94,0,0
AlphaGo | Google DeepMind ,92,0,0
CoreOS 发布 Clair，容器镜像分析器,62,3,0
Bigtable 论文阅读,72,2,0
title,viewsCount,collectionCount,commentsCount
在 Kubernetes 上用 PaddlePaddle 运行深度学习,82,1,0
虚拟现实的前世今生——从十九世纪的立体镜与全景画说起,62,3,0
九张图看懂互联网金融模式 | 36氪,34,6,0
DiegoRBaquero/V: 🔒 Secure ❄️ Synchronized ⚡️ Realtime ☁️ Cloud 🌈 Native JavaScript Variables & Events,73,2,0
果壳任意门 - 发现你最爱的网站,55,4,0
软件定义初创公司 Infinit 要革传统存储的命,85,1,0
"baidu/ins: inexus, coordinate large scale services",85,1,0
Python 基础总结（十）（文件和异常处理）,75,2,0
为什么应该内联以及如何内联关键 CSS  ,66,3,0
Swift World: Write Our Own Cache Part 1: Data Converter,76,2,0
Yalantis · GitHub,78,2,0
[北京线下活动] 智慧运营 · 数造未来 - 移动互联网开发者沙龙火热开启,97,0,0
Python 正则表达式之四：re 模块,37,6,0
If I Knew Then,49,5,0
Find your people - Meetup,99,0,0
青云超融合架构应用与实践的深度剖析,68,3,0
动手制作一个计算器,88,1,0
深度学习实现之空间变换网络,78,2,0
AI 背后的数据科学,88,1,0
HSTS 详解,78,2,0
title,viewsCount,collectionCount,commentsCount
THINKING ABOUT BEACONS,80,2,0
Andreessen Horowitz ：企业软件依然有 “钱景”,69,3,0
Cognitive Overhead is Your Product’s Overlord — Topple it With These Tips,99,0,0
技术文章的阅读姿势,89,1,0
Swift 运算符重载简介,80,2,0
building and securing a modern backend api | scotch,90,1,0
你准备好迎来播客界的 Netflix 了么？,80,2,0
Docker 容器对存储的定义（Volume 与 Volume Plugin）,71,3,0
 How to make a great podcast – a beginner's guide,101,0,0
APP 漏洞扫描器之未使用地址空间随机化,91,1,0
Animated sales explainer video,101,0,0
新书《AngularJS 半知半解》预热！,91,1,0
iOS开发路线简述 | coderyi,43,6,0
亿级用户下的新浪微博平台架构  |  Android和PHP|APLesson！,63,4,0
一个梯子的崩塌：翻墙路由器 fqrouter 宣布正式关闭,73,3,0
游戏化管理的招式、内功与心法,82,2,0
创业夜话 - 专题 - 简书,104,0,0
razum2um/awesome-clojure: A curated list of awesome Clojure libraries and resources. Inspired by awesome-... stuff,93,1,0
优秀的投资人是什么样的？,83,2,0
什么是 Physical Web?,103,0,0
title,viewsCount,collectionCount,commentsCount
[深圳线下活动] 魅族技术开放日第七期：数据探索,93,1,0
The Full Stack Designer ,44,6,0
大热的 IaaS 与前途未卜的甲骨文,84,2,0
深度学习,84,2,0
The Real Story Behind ECMAScript 4,94,1,0
ECMAScript 6: Feature Overview and Comparison,96,1,0
TF Girls 修炼指南 13：定义 Convolutional Layer 的参数,105,0,0
基础野：细说有符号整数,105,0,0
【最佳编程实践】编写「可读」代码的实践,95,1,0
Hadoop YARN 介绍,85,2,0
译 - Chromium 中的线程,75,3,0
范式转换（二）：社交网络中的稀缺资源如何更替,76,3,0
【一周一讯40期 】2017 RSA 大会隆重举行、苹果 36 技术引海量刷单：中国 iOS 手游 10 亿美元坏账,96,1,0
ClickJacking 漏洞的原理,57,5,0
如何组织好程序员聚会,97,1,0
IBM Watson 研究人员分享 Mesos 上无服务器计算的技巧,97,1,0
jq Deferred 源码实现,107,0,0
tpp,98,1,0
RingBuffer 在 Puma 中的应用,88,2,0
再见孙悟空，再见 2016,88,2,0
title,viewsCount,collectionCount,commentsCount
SaaS 公司 Inbound Marketing 的 5 个坑,88,2,0
Why Typography Matters — Especially At The Oscars（已加入掘金翻译计划大礼包）,98,1,0
学习 Scala 的第一步，使用 Intellij IDEA 写 hello world,68,4,0
Visual QR Code Generator - Visualead,30,8,0
The Best Laravel and PHP Screencasts,70,4,0
CoreOS 发布 etcd v2.3.0，重点提升稳定性和可靠性,89,2,0
The introduction to Reactive Programming you've been missing,109,0,0
中国电商数字营销市场专题报告 2016,109,0,0
Cloud Foundry Foundation 部署容器案例,99,1,0
UX 就像是矿井中的金丝雀,99,1,0
人工智能和自动化将如何影响设计师的角色？,79,3,0
用 buble 转换 hexo 主题里的 ES2015 代码,99,1,0
Git Hunt,21,9,0
Guide to CSS support in email | Campaign Monitor,101,1,0
Iterables and iterators in ECMAScript 6,100,1,0
不再是孤岛：播客兴起的背后,100,1,0
[大连线下活动] CODING 技术小馆: 云服务平台开发实践,110,0,0
《Inside UE4》基础概念,90,2,0
CI Weekly #14 | 如何构建合适的 CI/CD 开发流程？,70,4,0
[深圳线下活动]2017 个推大会 - 移动互联 · 数据创新,110,0,0
title,viewsCount,collectionCount,commentsCount
文本挖掘：词语关联挖掘之平行关系发现,60,5,0
一个适合 Kubernetes 的最佳网络互联方案 ,81,3,0
内容运营进阶的一个中心和三个基本点,71,4,0
Ben Thompson：2016 年末科技现状,81,3,0
给 CxO 的微服务指南 ,81,3,0
深入理解 RunLoop | Garan no dou,81,3,0
苹果产品简史：30 年前的苹果长啥样？,102,1,0
[北京线下活动] 为你解密 智能聊天机器人技术沙龙,112,0,0
死月的二零一六总结,72,4,0
Swift World: Write Our Own Cache Part 2 - Cache Protocol,102,1,0
Origami — Design Prototyping,74,4,0
如何用 Swift 来写命令行程序 ,83,3,0
Make your JavaScript code shine: knockout old ES5 hacks,93,2,0
在大型发电站的世界中，我们即将迎来「个人计算机遇上互联网」的时刻,103,1,0
Examples of 2d video production,113,0,0
Anchormen/sql4es: sql4es: JDBC driver for Elasticsearch,83,3,0
Swift World: UIViewPropertyAnimator Exploration Part 3,83,3,0
Appuim 源码剖析 (Bootstrap),94,2,0
2016 武汉开发者峰会 | 倾听武汉技术最强音,94,2,0
Kubernetes：理解资源的概念,104,1,0
title,viewsCount,collectionCount,commentsCount
Android 图片加载之 ImageLoad 封装,84,3,0
The Clojure Toolbox,115,0,0
Linkedin：10 年架构演化史,85,3,0
舆情中的热词分析，没你想的那么简单,75,4,0
BrowserSync - Time-saving synchronised browser testing,81,3,1
Microsoft HoloLens | Official Site,116,0,0
TiKV 源码解析系列 - Lease Read,86,3,0
如何利用 “SLICE 原则” 快速解决网页效益问题,97,2,0
Learn to Create D3.js Data Visualizations by Example,117,0,0
万维之笼,97,2,0
Spark 多数据源在 GrowingIO 的实践,97,2,0
MBT 探索系列 – PRE/POST 模型在网络接口测试 MBT 的应用和探索,117,0,0
使用 SBT 编译 Spark 子项目,87,3,0
"Swift World: Equatable, Comparable, and Hashable Part 1",97,2,0
A/B 测试杠杆：试验的 1% 与意想不到的 X%,107,1,0
humiaozuzu/awesome-flask · GitHub,59,6,0
调度器之单体调度器,98,2,0
Goto 对变量定义的影响,118,0,0
[轉載] 翻譯的誤區 (二) 認為“雅” 是最高境界,98,2,0
记 boost 协程切换 bug 发现和分析,98,2,0
title,viewsCount,collectionCount,commentsCount
这座 “聪明” 建筑的诞生，是在响应人类工作方式的改变,99,2,0
《每周一点 canvas 动画》——差分函数的妙用,99,2,0
用通俗的语言解释 CAP Theorem,99,2,0
适老设计：如何让长辈们享受数字科技？,79,4,0
数据科学家不是算命先生：学会如何提问,89,3,0
如何向开源社区提问题 ,109,1,0
从零开始做播客：前言,89,3,0
在生产环境使用 Kuberntes 一年后，我们总结了这些经验和教训,79,4,0
做测试计划需要考虑的方方面面,110,1,0
网易视频云干货分享：2B 产品经理如何养成,95,2,1
Create beautiful photo narratives - Exposure,123,0,0
Happy World Programmers' Day!,101,2,0
[英] Be Yourself,111,1,0
同步容器（如 Vector）并不是所有操作都线程安全！~,81,4,0
[译] 详解如何在多核程序中实现同步扩展,71,5,0
深入理解 Kotlin coroutine (二),101,2,0
函子定律,121,0,0
谷歌收购 Eyefluence：未来 VR 技术新趋势,102,2,0
垂直领域的问答网站 Stack Overflow 是如何赚钱的？,102,2,0
[译] 成为一个成功的 Web 开发者所需的 21 步,92,3,0
title,viewsCount,collectionCount,commentsCount
Mesos 将使用统一的容器管理器支持多种容器类型,113,1,0
8 COMMON DYSFUNCTIONS OF DESIGN TEAMS—AND WHAT TO DO ABOUT THEM,123,0,0
谈一谈手游的运营与推广的那些事儿！,113,1,0
turbo 0.4.5 release announcing,93,3,0
Guitar：便捷、友好，开台无关的字符串（String）操作扩展类库,93,3,0
what is applicative in haskell ?,94,3,0
5 种方式，教你提高网页设计对比度,54,7,0
Design and the Self,104,2,0
谷歌发布 Google My Business API V3.1,104,1,0
Snapchat 眼镜与可穿戴设备的未来,114,1,0
危机过后，GoPro 能否东山再起？,104,2,0
当提到 “一切皆女（dui）人（xiang）” 时，JS 程序猿到底在说熟么呢？？,114,1,0
[译] 给从事开源工作的一些建议,84,4,0
翻译 | 人工智能的未来在哪里？,114,1,0
reveal,85,4,0
【经验之谈】一步步编写 SonarQube Plugin,95,3,0
设计模式笔记及 Swift 上的实现之二　 『BUILDER（生成器）』,95,3,0
使用 SBT 编译 Spark 子项目,85,4,0
[深圳线下活动] OSC 源创会第 59 期报名开始,110,1,1
某熊周刊系列: 一周推荐外文技术资料 (3.1) - 某熊的全栈之路 - 知乎专栏,115,1,0
title,viewsCount,collectionCount,commentsCount
三宫六院七十二妃（程序 YUAN 版）,116,1,0
张大胖的加法器,96,3,0
 多媒体开发,106,2,0
Inside Amazon's Shipping Machine | MIT Technology Review,108,2,0
在旧金山群租房里追求梦想的开发者,107,2,0
 Welcome Peter - Y Combinator Posthaven,129,0,0
"技术周刊 Vol.5 - Docker 丨 Build, Ship, Run, and Monitor",98,3,0
Google、Facebook、2K 等硅谷科技企业搞来了退役 NBA 球员当实习生,118,1,0
程序员奶爸大招：用 A/B 测试延长婴儿睡眠时间,108,2,0
Heart,129,0,0
需求风险的坏味道和对策 ,89,4,0
你或许不知道的 MBR & GPT,89,4,0
TensorFlowOnSpark - TensorFlow 与 Apache Spark 结合,109,2,0
[上海线下活动]Open Talk NO.29 云上开发与运维最佳实践,109,2,0
关于《在 Windows 与. NET 平台上的持续交付实践》的问答录,110,2,0
Diycode 每日文章精选：维护一个大型开源项目是怎样的体验？,120,1,0
Basic Patterns for Mobile Navigation,120,1,0
tornado 中的异步调用模式,100,3,0
Apache Geode/GemFire 入门 (1)- 基本概念和模块,100,3,0
脉脉-打通职场人脉,132,0,0
title,viewsCount,collectionCount,commentsCount
微信公众平台,51,8,0
Paper – stories from Facebook on the App Store on iTunes,131,0,0
2333333，大公司也开始贩“贱”啦！| CBNweekly,111,2,0
邮件泄露导致《口袋妖怪 Go》日本发布计划推迟,111,2,0
互联网协议入门（一）,91,4,0
无处不在的人工智能（下）,81,5,0
 机器学习之决策树（Decision Tree）及其 Python 代码实现,91,4,0
"Startup Quote : I want to do one thing, and do it well.",133,0,0
一步一步看韩寒,73,6,0
Mockupr：设计文件浏览器预览网站,122,1,0
程序员一直都又萌又有情怀啊，非要等到 WWDC 才知道吗,112,2,0
关于聊天机器人未来发展的五个疑问？,102,3,0
Obvious Always Wins,132,0,0
个人翻译列表 | 寻找校对,122,1,0
糖大夫–测量流程性能监控自动化方案设计,92,4,0
从用户体验谈 Zabbix 与监控宝的差异和互补,102,3,0
【Spark 最佳实践】微软 Bing 搜索规模下的 SparkStreaming 应用	,122,1,0
你的形象这么完美，一定吃了不少亏吧？,114,2,0
DrawAttention,124,1,0
MOUNTAIN Game,135,0,0
title,viewsCount,collectionCount,commentsCount
[译] 三种构建网站原型的超棒方法,93,4,0
MONGODB 的 DOCKER 化实践,54,8,0
10 个当代软件开发中的 Over-Engineering 症状,104,3,0
大数据挑战——如何使用 Druid 实现数据聚合,104,3,0
6 条法则，测出转化率翻倍的潜能（上）,84,5,0
如何打造士气高昂的工程团队,114,2,0
容器网络插件 Calico 与 Contiv Netplugin 深入比较,94,4,0
 JSR 303 验证相关问题及解决 办法,114,2,0
Gravitons,101,3,1
shadowsocks · GitHub,76,6,0
《精进》之 “如何战胜拖延症” 学习心得,100,3,1
这个简单的索引错误差点让我们阴沟翻船,95,4,0
电子书的前世今生（上）,135,0,0
Python 中 ctypes 的使用,105,3,0
C# 开发人员应该知道的 13 件事情,95,4,0
我在耶鲁当中文导游 - 纽约时报 国际生活,117,2,0
微软 TechRewards 关闭,136,0,0
谷歌 Firebase Cloud Messaging 将支持更多 Web 浏览器,116,2,0
Azure 容器服务：云端最开放的容器选择,126,1,0
当你不再关注新闻的时候,116,2,0
title,viewsCount,collectionCount,commentsCount
CSP Level 3 浅析 & 简单的 bypass,136,0,0
复盘 2016 科技界 8 大赢家,106,3,0
快速提升 APP 注册和付费转化率，你可能需要知道这些,86,5,0
10 Music Marketing Trends in 2016,127,1,0
"Idiomatic Redux: Thoughts on Thunks, Sagas, Abstraction, and Reusability",137,0,0
Evolution of A Networking Layer,117,2,0
QA，从 1.0 到 4.0 ,127,1,0
CoreOS 的 Tectonic 新发行版支持 Kubernetes 自我管理,127,1,0
Kafka 在大数据生态系统中的价值 ,98,4,0
循序渐进地代码重构,128,1,0
技术圈的部落主义,108,3,0
